date,price,amount
2020-12-17,22730.734939712787,22626.69253048105
2020-12-18,22865.038843395156,11360.338904420336
2020-12-19,23458.76198431925,8672.037696100388
2020-12-20,23603.697594156256,5095.962640090046
2020-12-21,23078.46686783882,12675.128018730122
2020-12-22,23129.098071631255,9367.609483390044
2020-12-23,23483.566541048796,11541.969371329998
2020-12-24,23203.454889585802,7185.482054930085
2020-12-25,24075.884613999962,6469.228972570064
2020-12-26,25594.26362465513,7491.461846260052
2020-12-27,27094.353169044047,13234.334128940276
2020-12-28,26963.031436070163,7987.777610590149
2020-12-29,26654.239078474027,9577.278291740096
2020-12-30,28180.266085241135,11741.733381199972
2020-12-31,28835.92432659987,9477.67661813008
2021-01-01,29269.125338550588,8781.4655545601
2021-01-02,31247.506218251852,17867.878898500676
2021-01-03,33477.30571854728,14160.581280100008
2021-01-04,31286.55592198364,22446.94000547979
2021-01-05,32372.354505070518,14806.496507190615
2021-01-06,34957.002038892846,19219.2878897201
2021-01-07,38286.02575034353,23102.261208629032
2021-01-08,39948.57306873962,22183.951742329726
2021-01-09,40405.49903270665,8535.847312720145
2021-01-10,38968.21147456972,16218.997405201217
2021-01-11,33654.541562012826,40786.964254326886
2021-01-12,34793.74963786739,18267.87445007001
2021-01-13,34694.376658058834,13662.387512610487
2021-01-14,38636.764979620304,10923.504733400516
2021-01-15,37039.93768222376,13499.117270061195
2021-01-16,36841.82018524806,7688.5826981404025
2021-01-17,35449.61375654935,6821.712559490261
2021-01-18,36128.49258488172,6251.214541400337
2021-01-19,36905.9861280403,6578.858250520226
2021-01-20,34983.61966319095,12160.467533330322
2021-01-21,32428.146054067744,21214.64125810004
2021-01-22,31527.454128692894,17019.583450799946
2021-01-23,32339.51360103659,5255.7458678600715
2021-01-24,32125.9279901538,4658.70962563005
2021-01-25,33425.19559262961,10038.755470870134
2021-01-26,32010.872395967835,11554.911011170401
2021-01-27,30913.838758285325,22403.70666205939
2021-01-28,31906.75224129697,17879.356975629566
2021-01-29,35423.680283002046,31439.61903417885
2021-01-30,33985.69543408101,7281.285666320252
2021-01-31,33375.98597836962,4750.123156080109
2021-02-01,33749.27081400958,8374.056620320222
2021-02-02,34840.06038176147,7225.865019690241
2021-02-03,36632.391698121566,8777.332876570326
2021-02-04,37439.618653596386,11762.802348110326
2021-02-05,37704.812904224105,5211.974881370033
2021-02-06,39853.1995353099,8635.66020711026
2021-02-07,38583.075185474154,5973.240160850159
2021-02-08,42964.5236813802,19053.713435690457
2021-02-09,46721.061333759455,12505.082483370516
2021-02-10,45614.54624362959,9483.328956400343
2021-02-11,46708.86613448105,9390.816354840319
2021-02-12,47563.68564053266,5970.135902770331
2021-02-13,47152.48532220897,4271.672151480142
2021-02-14,48729.62364695493,5201.693925600284
2021-02-15,47558.14272430732,6924.33408866049
2021-02-16,48926.913911134965,8376.07608814027
2021-02-17,51102.55266637373,9571.64796874037
2021-02-18,51855.643653707935,6330.142918780697
2021-02-19,53758.61336986584,9229.782504150735
2021-02-20,56331.674413435394,5187.250462520242
2021-02-21,57193.401894093884,3562.969509629989
2021-02-22,53808.38122799665,17002.832730810183
2021-02-23,48517.639531657594,17766.398148949418
2021-02-24,49814.61151226422,8774.366743390525
2021-02-25,49852.94249518472,7920.6929470806035
2021-02-26,46514.54403620671,8126.2274085402805
2021-02-27,47007.47935279741,3071.568366450047
2021-02-28,44632.89115246848,6668.918114030155
2021-03-01,47971.25305235804,8512.759437800312
2021-03-02,48576.89034581402,4945.7888069200835
2021-03-03,50816.0865995779,6151.4871525001445
2021-03-04,49263.59237301868,5641.612135730257
2021-03-05,47634.469655307075,5219.246908750208
2021-03-06,48257.10736921737,2141.0602952799873
2021-03-07,50354.91584106478,2818.449910570006
2021-03-08,50840.52708823927,4419.561134319993
2021-03-09,54000.5570102256,5428.892243990231
2021-03-10,55569.27626517041,6916.278181240312
2021-03-11,56286.8573644193,6640.487765290219
2021-03-12,56738.71903472785,5232.310570760104
2021-03-13,59578.08493916516,6187.834001690168
2021-03-14,60409.729876610785,3274.122154930028
2021-03-15,57156.29704749653,7725.214049820238
2021-03-16,55132.61469128447,7733.226694740065
2021-03-17,56263.72262802833,5840.077025990146
2021-03-18,58560.91924350121,5516.4638942301
2021-03-19,58320.3638871398,3523.4823315101075
2021-03-20,58845.98829194523,2382.9456480200183
2021-03-21,57278.08215840649,3628.7978090400247
2021-03-22,56122.905849201576,6566.966963090301
2021-03-23,54652.80508344776,4996.463651980101
2021-03-24,54893.808394804284,6867.564336800301
2021-03-25,51899.44748901534,6682.617404010238
2021-03-26,53363.85583538747,4874.251114960072
2021-03-27,55359.040348185394,2609.9675796100314
2021-03-28,55749.00963068772,2073.4491913999946
2021-03-29,57290.4382057839,5360.425663190077
2021-03-30,58476.99866875039,3392.3386191600407
2021-03-31,58628.49127891176,4595.2525207200315
2021-04-01,58828.52713348756,2786.5809102900107
2021-04-02,59340.70383359307,2564.600020700053
2021-04-03,58622.06598582364,1663.268352959984
2021-04-04,57625.23186080848,1440.6318198599956
2021-04-05,58270.75862127739,2402.4371351300338
2021-04-06,58307.80289123542,2711.3978473300444
2021-04-07,56737.066216908665,5454.576616059981
2021-04-08,57250.4878223127,4586.806858540055
2021-04-09,58245.19501094556,2660.64809651008
2021-04-10,60019.003910132065,3917.9508170402114
2021-04-11,59786.84229669262,1822.7204496699724
2021-04-12,60126.26896305627,3707.43645474007
2021-04-13,62312.9216487764,5711.526769410315
2021-04-14,63345.201184111385,6002.893543040099
2021-04-15,62920.7697113428,3433.449344980033
2021-04-16,61524.380579146346,5778.816686590237
2021-04-17,61107.860755917216,3091.4836575600293
2021-04-18,55675.65486073115,12869.859373991036
2021-04-19,56336.81386454017,5791.239062260127
2021-04-20,55625.57353777509,5863.88283884
2021-04-21,55426.6881593,4578.257087230241
2021-04-22,53481.69051336612,7838.956346910304
2021-04-23,49651.75010755561,11649.319184651225
2021-04-24,50003.792559690046,3445.136583150107
2021-04-25,49303.01883122142,4167.435707980138
2021-04-26,53035.30220650481,6046.796828020208
2021-04-27,54681.265592791526,4111.125215960272
2021-04-28,54837.35239659094,4542.509920130216
2021-04-29,53717.81529189162,4172.676706980147
2021-04-30,55655.94496494639,4809.1820471202345
2021-05-01,57850.18069324348,2248.555451419983
2021-05-02,56813.847805708865,1887.0842718799759
2021-05-03,57889.27580013068,3636.5173567600523
2021-05-04,55133.932580518274,5747.194019140258
2021-05-05,56161.39010330444,5504.557881080141
2021-05-06,56771.08531985072,5144.233171310212
2021-05-07,56977.64518064983,4234.7095442401005
2021-05-08,58584.75138179654,2928.9934535600532
2021-05-09,57911.12731598604,2589.6256193700697
2021-05-10,56968.22960172779,6589.427140300335
2021-05-11,55852.941404791854,4203.169069290136
2021-05-12,54815.710823170055,6367.354102170392
2021-05-13,49841.47952924888,5125.733662210117
