date,price,amount
2021-04-17,51349.90245277017,2504.7419133599897
2021-04-18,47014.29873525673,11941.689699472305
2021-04-19,46909.56769864271,5118.729942390372
2021-04-20,46017.519248440534,6331.628116560574
2021-04-21,46098.81676926888,4026.8055697000436
2021-04-22,44271.160927189994,6455.624872820612
2021-04-23,41038.867506707196,11327.74727174102
2021-04-24,41545.08571842329,3416.575346250113
2021-04-25,40838.3138724845,3137.3627371500834
2021-04-26,43998.95587646257,5444.335396410405
2021-04-27,45346.29772796265,3381.473110779975
2021-04-28,45322.673231547225,3321.670598899971
2021-04-29,44417.37888387054,3445.490000490157
2021-04-30,46062.189806841845,4100.883025730037
2021-05-01,47988.53369177601,2117.6450717699386
2021-05-02,47288.500735000416,1662.0084160799302
2021-05-03,48146.010465468775,3319.188874199944
2021-05-04,45929.136714002154,5125.8733206803845
2021-05-05,46610.8167713869,4826.980606800045
2021-05-06,47270.54645038617,2896.4003394999995
2021-05-07,47096.048005400204,2898.8560569699125
2021-05-08,48361.78001962453,3949.3208586600663
2021-05-09,47800.07007700802,2725.375159390043
2021-05-10,47259.078888757635,4906.526105950315
2021-05-11,46002.883434482515,4405.6953276202175
2021-05-12,45267.061412011695,5169.043402300373
2021-05-13,41537.657502694354,6742.598990090562
